Symbol,Company,Industry,Series,Face Value(Rs.),Purpose,Ex-Date,Record Date,BC Start Date,BC End Date,No Delivery Start Date,No Delivery End Date
WELINV,Welspun Investments and Commercials Limited,-,EQ,10, Annual General Meeting,25-Jun-18,-,27-Jun-18,29-Jun-18,-,-
AHLWEST,Asian Hotels (West) Limited,-,EQ,10, Dividend- Re 1 Per Share,25-Jun-18,-,27-Jun-18,03-Jul-18,-,-
WELSPUNIND,Welspun India Limited,-,EQ,1, Annual General Meeting / Dividend- Re 0.65 Per Share,25-Jun-18,-,27-Jun-18,29-Jun-18,-,-
WELCORP,Welspun Corp Limited,-,EQ,5, Dividend Re - 0.50 Per Share,25-Jun-18,-,27-Jun-18,29-Jun-18,-,-
WELENT,Welspun Enterprises Limited,-,EQ,10, Dividend- Rs 1.5 Per Share,25-Jun-18,-,27-Jun-18,29-Jun-18,-,-
UNIPLY,Uniply Industries Limited,-,EQ,2, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,25-Jun-18,26-Jun-18,-,-,-,-
CAPF,Capital First Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 2.80 Per Share,26-Jun-18,-,28-Jun-18,28-Jun-18,-,-
AJANTPHARM,Ajanta Pharma Limited,-,EQ,2, Annual General Meeting,26-Jun-18,-,28-Jun-18,05-Jul-18,-,-
AVANTIFEED,Avanti Feeds Limited,-,EQ,1, Bonus 1:2/Face Value Split (Sub-Division) From Rs 2/- Per Share To Re 1/- Per Share,26-Jun-18,27-Jun-18,-,-,-,-
CONCOR,Container Corporation of India Limited,-,EQ,5, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,26-Jun-18,27-Jun-18,-,-,-,-
FILATEX,Filatex India Limited,-,EQ,2, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,27-Jun-18,28-Jun-18,-,-,-,-
RELIANCE,Reliance Industries Limited,-,EQ,10, Dividend- Rs 6 Per Share,27-Jun-18,28-Jun-18,-,-,-,-
CHEMFAB,Chemfab Alkalis Limited,-,EQ,10, Annual General Meeting/Dividend Rs 1.25 Per Share,27-Jun-18,-,29-Jun-18,05-Jul-18,-,-
NIACL,The New India Assurance Company Limited,-,EQ,5, Bonus 1:1/ Dividend- Rs 5 Per Share,27-Jun-18,28-Jun-18,-,-,-,-
BIRLAMONEY,Aditya Birla Money Limited,-,EQ,1, Annual General Meeting,28-Jun-18,-,30-Jun-18,06-Jul-18,-,-
HINDPETRO,Hindustan Petroleum Corporation Limited,-,EQ,10, Dividend- Rs 2.50 Per Share,28-Jun-18,-,02-Jul-18,06-Jul-18,-,-
MRPL,Mangalore Refinery and Petrochemicals Limited,-,EQ,10, Dividend Rs 3/- Per Share,28-Jun-18,-,02-Jul-18,06-Jul-18,-,-
SATIN,Satin Creditcare Network Limited,-,EQ,10, Annual General Meeting,28-Jun-18,-,30-Jun-18,06-Jul-18,-,-
JYOTHYLAB,Jyothy Labs Limited,-,EQ,1, Bonus 1:1,28-Jun-18,30-Jun-18,-,-,-,-
UNITEDBNK,United Bank of India,-,EQ,10, Annual General Meeting,28-Jun-18,-,02-Jul-18,06-Jul-18,-,-
DAMODARIND,Damodar Industries Limited,-,EQ,5, Dividend- Rs 3 Per Share,28-Jun-18,-,02-Jul-18,05-Jul-18,-,-
LAURUSLABS,Laurus Labs Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 1.50 Per Share,28-Jun-18,-,02-Jul-18,05-Jul-18,-,-
ANDHRABANK,Andhra Bank,-,EQ,10, Annual General Meeting,29-Jun-18,-,03-Jul-18,09-Jul-18,-,-
CENTENKA,Century Enka Limited,-,EQ,10, Dividend- Rs 7 Per Share,02-Jul-18,-,04-Jul-18,06-Jul-18,-,-
SHRIPISTON,Shriram Pistons & Rings Limited,-,EQ,10, Dividend Rs 6/- Per Share,02-Jul-18,-,04-Jul-18,10-Jul-18,-,-
IOB,Indian Overseas Bank,-,EQ,10, Annual General Meeting,02-Jul-18,-,04-Jul-18,11-Jul-18,-,-
RIIL,Reliance Industrial Infrastructure Limited,-,EQ,10, Dividend Rs 3.50 Per Share,03-Jul-18,04-Jul-18,-,-,-,-
SELAN,Selan Exploration Technology Limited,-,EQ,10, Annual General Meeting,03-Jul-18,-,05-Jul-18,12-Jul-18,-,-
SOUTHBANK,The South Indian Bank Limited,-,EQ,1, Annual General Meeting/Dividend Re 0.40 Per Share,03-Jul-18,-,05-Jul-18,11-Jul-18,-,-
HCC,Hindustan Construction Company Limited,-,EQ,1, Annual General Meeting,04-Jul-18,-,06-Jul-18,12-Jul-18,-,-
21STCENMGM,21st Century Management Services Limited,-,EQ,10, Annual General Meeting/Dividend Rs 2.50/- Per Share,04-Jul-18,-,06-Jul-18,12-Jul-18,-,-
SUNDARMFIN,Sundaram Finance Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 7 Per Share,04-Jul-18,-,06-Jul-18,20-Jul-18,-,-
HAVELLS,Havells India Limited,-,EQ,1, Annual General Meeting/Dividend- Rs 4 Per Share,04-Jul-18,-,06-Jul-18,13-Jul-18,-,-
INOXWIND,Inox Wind Limited,-,EQ,10, Annual General Meeting,04-Jul-18,-,06-Jul-18,12-Jul-18,-,-
DABUR,Dabur India Limited,-,EQ,1, Annual General Meeting/ Final Dividend- Rs 1.25 Per Share/ Special Dividend- Rs 5 Per Share,04-Jul-18,-,06-Jul-18,13-Jul-18,-,-
ICICIGI,ICICI Lombard General Insurance Company Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 2.50 Per Share,04-Jul-18,-,06-Jul-18,12-Jul-18,-,-
SUNDARMHLD,Sundaram Finance Holdings Limited,-,EQ,5, Annual General Meeting / Dividend- Rs 1.50 Per Share,04-Jul-18,-,06-Jul-18,18-Jul-18,-,-
MAYURUNIQ,Mayur Uniquoters Ltd,-,EQ,5, Annual General Meeting/Dividend- Re 0.25 Per Share,04-Jul-18,-,06-Jul-18,07-Jul-18,-,-
BANKINDIA,Bank of India,-,EQ,10, Annual General Meeting,05-Jul-18,-,09-Jul-18,12-Jul-18,-,-
BAJAJHLDNG,Bajaj Holdings & Investment Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 40 Per Share,05-Jul-18,-,07-Jul-18,20-Jul-18,-,-
MAHSCOOTER,Maharashtra Scooters Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 33 Per Share,05-Jul-18,-,07-Jul-18,16-Jul-18,-,-
BAJAJFINSV,Bajaj Finserv Limited,-,EQ,5, Annual General Meeting / Dividend- Rs 1.75 Per Share,05-Jul-18,-,07-Jul-18,19-Jul-18,-,-
BANKBARODA,Bank of Baroda,-,EQ,2, Annual General Meeting,05-Jul-18,-,07-Jul-18,13-Jul-18,-,-
KESORAMIND,Kesoram Industries Limited,-,EQ,10, Annual General Meeting,05-Jul-18,-,07-Jul-18,13-Jul-18,-,-
HITECH,Hi-Tech Pipes Limited,-,EQ,10, Annual General Meeting/Dividend- Re 0.25 Per Share,05-Jul-18,-,07-Jul-18,15-Jul-18,-,-
ORIENTPPR,Orient Paper & Industries Limited,-,EQ,1, Dividend- Re 0.60 Per Share,05-Jul-18,-,07-Jul-18,12-Jul-18,-,-
BAJFINANCE,Bajaj Finance Limited,-,EQ,2, Annual General Meeting / Dividend- Rs 4 Per Share,05-Jul-18,-,07-Jul-18,19-Jul-18,-,-
CYIENT,Cyient Limited,-,EQ,5, Annual General Meeting/Dividend- Rs 4 Per Share,05-Jul-18,-,09-Jul-18,12-Jul-18,-,-
BAJAJ-AUTO,Bajaj Auto Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 60 Per Share,05-Jul-18,-,07-Jul-18,20-Jul-18,-,-
KDDL,KDDL Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 2.50 Per Share,05-Jul-18,-,07-Jul-18,14-Jul-18,-,-
TATASTEEL,Tata Steel Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 10 Per Share,05-Jul-18,-,07-Jul-18,20-Jul-18,-,-
CCL,CCL Products (India) Limited,-,EQ,2, Dividend- Rs 2.50 Per Share,06-Jul-18,-,10-Jul-18,14-Jul-18,-,-
VIPIND,VIP Industries Limited,-,EQ,2, Annual General Meeting / Dividend- Rs 2 Per Share,06-Jul-18,-,10-Jul-18,17-Jul-18,-,-
JSWSTEEL,JSW Steel Limited,-,EQ,1, Annual General Meeting / Dividend- Rs 3.20 Per Share,06-Jul-18,-,10-Jul-18,12-Jul-18,-,-
PDMJEPAPER,Pudumjee Paper Products Limited,-,EQ,1, Annual General Meeting/Dividend- Re 0.15 Per Share,06-Jul-18,-,10-Jul-18,21-Jul-18,-,-
HITECHCORP,Hitech Corporation Limited,-,EQ,10, Annual General Meeting / Dividend- Re 0.90 Per Share,06-Jul-18,-,10-Jul-18,16-Jul-18,-,-
5PAISA,5Paisa Capital Limited,-,EQ,10, Annual General Meeting,06-Jul-18,-,10-Jul-18,17-Jul-18,-,-
AMJLAND,Amj Land Holdings Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 0.20 Per Share,06-Jul-18,-,10-Jul-18,21-Jul-18,-,-
INDIANHUME,Indian Hume Pipe Company Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 3.40 Per Share,06-Jul-18,-,10-Jul-18,20-Jul-18,-,-
GOACARBON,Goa Carbon Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 10 Per Share,09-Jul-18,-,11-Jul-18,17-Jul-18,-,-
NELCO,NELCO Limited,-,EQ,10, Annual General Meeting,09-Jul-18,-,11-Jul-18,13-Jul-18,-,-
MINDTREE,MindTree Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 3 Per Share,09-Jul-18,-,11-Jul-18,17-Jul-18,-,-
LUMAXIND,Lumax Industries Limited,-,EQ,10, Dividend- Rs 23 Per Share,09-Jul-18,-,11-Jul-18,18-Jul-18,-,-
ZEEL,Zee Entertainment Enterprises Limited,-,EQ,1, Annual General Meeting / Dividend- Rs 2.90 Per Share,09-Jul-18,10-Jul-18,-,-,-,-
BALKRISIND,Balkrishna Industries Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 1.50 Per Share,09-Jul-18,-,11-Jul-18,12-Jul-18,-,-
BATAINDIA,Bata India Limited,-,EQ,5, Annual General Meeting/Dividend- Rs 4 Per Share,09-Jul-18,-,11-Jul-18,20-Jul-18,-,-
IMFA,Indian Metals & Ferro Alloys Limited,-,EQ,10, Annual General Meeting/Dividend Rs 10/- Per Share,09-Jul-18,-,11-Jul-18,17-Jul-18,-,-
ASHOKLEY,Ashok Leyland Limited,-,EQ,1, Dividend- Rs 2.43 Per Share,09-Jul-18,-,11-Jul-18,17-Jul-18,-,-
CUB,City Union Bank Limited,-,EQ,1, Bonus 1:10,10-Jul-18,11-Jul-18,-,-,-,-
ABBOTINDIA,Abbott India Limited,-,EQ,10, Annual General Meeting / Final Dividend- Rs 50 Per Share / Special Dividend- Rs 5 Per Share,10-Jul-18,-,12-Jul-18,18-Jul-18,-,-
CEATLTD,CEAT Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 11.50 Per Share,10-Jul-18,-,12-Jul-18,20-Jul-18,-,-
ORIENTELEC,Orient Electric Limited,-,EQ,1, Annual General Meeting/Dividend- Re 0.50 Per Share,10-Jul-18,-,12-Jul-18,16-Jul-18,-,-
ULTRACEMCO,UltraTech Cement Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 10.50 Per Share,10-Jul-18,-,12-Jul-18,18-Jul-18,-,-
3PLAND,3P Land Holdings Limited,-,EQ,2, Annual General Meeting,10-Jul-18,-,12-Jul-18,23-Jul-18,-,-
SFL,Sheela Foam Limited,-,EQ,5, Annual General Meeting,10-Jul-18,-,12-Jul-18,18-Jul-18,-,-
SESHAPAPER,Seshasayee Paper and Boards Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 15 Per Share,10-Jul-18,-,12-Jul-18,21-Jul-18,-,-
GREENPLY,Greenply Industries Limited,-,EQ,1, Annual General Meeting/Dividend- Re 0.60 Per Share,11-Jul-18,-,13-Jul-18,17-Jul-18,-,-
KOTAKBANK,Kotak Mahindra Bank Limited,-,EQ,5, Annual General Meeting/Dividend- Re 0.70 Per Share,11-Jul-18,-,13-Jul-18,19-Jul-18,-,-
INDHOTEL,The Indian Hotels Company Limited,-,EQ,1, Annual General Meeting/Dividend Re- 0.40 Per Share,11-Jul-18,-,13-Jul-18,19-Jul-18,-,-
KTKBANK,The Karnataka Bank Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 3 Per Share,11-Jul-18,-,13-Jul-18,21-Jul-18,-,-
MINDAIND,Minda Industries Limited,-,EQ,2, Bonus 2:1/Dividend- Rs 1.60 Per Share,11-Jul-18,12-Jul-18,-,-,-,-
UVSL,Uttam Value Steels Limited,-,EQ,1, Annual General Meeting,11-Jul-18,-,13-Jul-18,20-Jul-18,-,-
MASTEK,Mastek Limited,-,EQ,5, Annual General Meeting/Dividend Rs- 4 Per Share,11-Jul-18,-,13-Jul-18,19-Jul-18,-,-
KARURVYSYA,Karur Vysya Bank Limited,-,EQ,2, Dividend- Re 0.60 Per Share,11-Jul-18,-,13-Jul-18,16-Jul-18,-,-
SREINFRA,SREI Infrastructure Finance Limited,-,EQ,10, Dividend Re 0.50 Per Share,11-Jul-18,-,13-Jul-18,20-Jul-18,-,-
HEROMOTOCO,Hero MotoCorp Limited,-,EQ,2, Annual General Meeting / Dividend- Rs 40 Per Share,11-Jul-18,-,13-Jul-18,24-Jul-18,-,-
BORORENEW,BOROSIL RENEWABLES LIMITED,-,EQ,1, Dividend- Rs 2.50 Per Share,11-Jul-18,-,13-Jul-18,16-Jul-18,-,-
SHREYAS,Shreyas Shipping & Logistics Limited,-,EQ,10, Dividend- Rs 1.50 Per Share,11-Jul-18,-,13-Jul-18,20-Jul-18,-,-
SASKEN,Sasken Technologies Limited,-,EQ,10, Dividend- Rs 4.50 Per Share,12-Jul-18,-,14-Jul-18,14-Jul-18,-,-
GEPIL,GE Power India Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 3 Per Share,12-Jul-18,-,16-Jul-18,21-Jul-18,-,-
SUPPETRO,Supreme Petrochem Limited,-,EQ,10, Annual General Meeting / Dividend - Rs 3.50 Per Share,12-Jul-18,-,16-Jul-18,18-Jul-18,-,-
PAGEIND,Page Industries Limited,-,EQ,10, Annual General Meeting,12-Jul-18,-,16-Jul-18,18-Jul-18,-,-
KIRLOSBROS,Kirloskar Brothers Limited,-,EQ,2, Dividend- Rs 2.50 Per Share,12-Jul-18,13-Jul-18,-,-,-,-
ATUL,Atul Limited,-,EQ,10, Dividend Rs - 12/- Per Share,12-Jul-18,-,14-Jul-18,20-Jul-18,-,-
WENDT,Wendt (India) Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 15 Per Share,12-Jul-18,-,14-Jul-18,24-Jul-18,-,-
ONWARDTEC,Onward Technologies Limited,-,EQ,10, Annual General Meeting/Dividend- Re 1 Per Share,12-Jul-18,-,14-Jul-18,20-Jul-18,-,-
DLINKINDIA,D-Link (India) Limited,-,EQ,2, Annual General Meeting/Dividend- Re 0.50 Per Share,12-Jul-18,-,14-Jul-18,20-Jul-18,-,-
BIRLACORPN,Birla Corporation Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 6.50 Per Share,12-Jul-18,-,14-Jul-18,20-Jul-18,-,-
ASHOKA,Ashoka Buildcon Limited,-,EQ,5, Bonus 1:2,12-Jul-18,13-Jul-18,-,-,-,-
AGRITECH,Agri-Tech (India) Limited,-,EQ,10, Annual General Meeting,12-Jul-18,-,16-Jul-18,20-Jul-18,-,-
TECHIN,Techindia Nirman Limited,-,EQ,10, Annual General Meeting,12-Jul-18,-,16-Jul-18,20-Jul-18,-,-
TATAPOWER,Tata Power Company Limited,-,EQ,1, Dividend Rs - 1.30 Per Share (Date Revised),12-Jul-18,-,14-Jul-18,27-Jul-18,-,-
M&M,Mahindra & Mahindra Limited,-,EQ,5, Annual General Meeting/Dividend- Rs 7.50 Per Share,12-Jul-18,-,14-Jul-18,07-Aug-18,-,-
BSLIMITED,BS Limited,-,EQ,1, Annual General Meeting,12-Jul-18,-,16-Jul-18,20-Jul-18,-,-
BANDHANBNK,Bandhan Bank Limited,-,EQ,10, Dividend Re 1/- Per Share,12-Jul-18,13-Jul-18,-,-,-,-
HDFCLIFE,HDFC Life Insurance Company Limited,-,EQ,10, Annual General Meeting,12-Jul-18,-,16-Jul-18,20-Jul-18,-,-
GICRE,General Insurance Corporation of India,-,EQ,5, Bonus 1:1/Dividend- Rs 13.5 Per Share,12-Jul-18,14-Jul-18,-,-,-,-
MENONBE,Menon Bearings Limited,-,EQ,1, Annual General Meeting/Dividend- Re 0.25 Per Share,12-Jul-18,-,15-Jul-18,21-Jul-18,-,-
SWARAJENG,Swaraj Engines Limited,-,EQ,10, Annual General Meeting /Final Dividend Rs 25 Per Share/Special Dividend Rs 25/- Per Share,12-Jul-18,-,14-Jul-18,20-Jul-18,-,-
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,-,EQ,10, Dividend- Rs 35 Per Share,13-Jul-18,-,17-Jul-18,24-Jul-18,-,-
TRF,TRF Limited,-,EQ,10, Annual General Meeting,13-Jul-18,-,17-Jul-18,20-Jul-18,-,-
SKFINDIA,SKF India Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 12 Per Share,13-Jul-18,-,17-Jul-18,25-Jul-18,-,-
HEG,HEG Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 50 Per Share,13-Jul-18,-,17-Jul-18,23-Jul-18,-,-
LAXMIMACH,Lakshmi Machine Works Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 40 Per Share,13-Jul-18,-,17-Jul-18,23-Jul-18,-,-
BAJAJCON,Bajaj Consumer Care Limited,-,EQ,1, Annual General Meeting,13-Jul-18,-,17-Jul-18,23-Jul-18,-,-
TATAINVEST,Tata Investment Corporation Limited,-,EQ,10, Annual General Meeting/ Final Dividend- Rs 18/- Per Share/ Special Dividend Rs 2/- Per Share,13-Jul-18,-,17-Jul-18,23-Jul-18,-,-
NAVNETEDUL,Navneet Education Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 1.50 Per Share,13-Jul-18,-,17-Jul-18,24-Jul-18,-,-
RANEENGINE,Rane Engine Valve Limited,-,EQ,10, Annual General Meeting,13-Jul-18,16-Jul-18,-,-,-,-
WIPRO,Wipro Limited,-,EQ,2, Annual General Meeting,13-Jul-18,-,17-Jul-18,19-Jul-18,-,-
BHAGERIA,Bhageria Industries Limited,-,EQ,5, Annual General Meeting / Dividend Rs 5.50 Per Share,13-Jul-18,-,17-Jul-18,20-Jul-18,-,-
NAVINFLUOR,Navin Fluorine International Limited,-,EQ,2, Final Dividend- Rs 3.60 Per Share/ Special Dividend- Rs 3 Per Share,13-Jul-18,-,17-Jul-18,20-Jul-18,-,-
RBL,Rane Brake Lining Limited,-,EQ,10, Annual General Meeting/Dividend Rs 9 Per Share,16-Jul-18,17-Jul-18,-,-,-,-
TIRUMALCHM,Thirumalai Chemicals Limited,-,EQ,1, Annual General Meeting/Dividend- Rs 20 Per Share,16-Jul-18,-,18-Jul-18,24-Jul-18,-,-
NAUKRI,Info Edge (India) Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 1.5 Per Share,16-Jul-18,-,18-Jul-18,24-Jul-18,-,-
JYOTHYLAB,Jyothy Labs Limited,-,EQ,1, Annual General Meeting / Dividend- Rs 0.50 Per Share,16-Jul-18,-,18-Jul-18,25-Jul-18,-,-
TEJASNET,Tejas Networks Limited,-,EQ,10, Annual General Meeting,16-Jul-18,-,18-Jul-18,24-Jul-18,-,-
TATAELXSI,Tata Elxsi Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 11 Per Share,16-Jul-18,-,18-Jul-18,25-Jul-18,-,-
GREENPOWER,Orient Green Power Company Limited,-,EQ,10, Annual General Meeting,16-Jul-18,-,18-Jul-18,26-Jul-18,-,-
TATACHEM,Tata Chemicals Limited,-,EQ,10, Annual General Meeting/Final Dividend- Rs 11 Per Share/ Special Dividend- Rs 11 Per Share,16-Jul-18,-,18-Jul-18,25-Jul-18,-,-
DRREDDY,Dr. Reddy's Laboratories Limited,-,EQ,5, Annual General Meeting/Dividend- Rs 20 Per Share,16-Jul-18,-,18-Jul-18,20-Jul-18,-,-
EVERESTIND,Everest Industries Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 6.50 Per Share,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
GET&D,GE T&D India Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 1.80 Per Share,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
NOCIL,NOCIL Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 2.50 Per Share,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
RML,Rane (Madras) Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 7.50 Per Share,17-Jul-18,18-Jul-18,-,-,-,-
SHRIRAMCIT,Shriram City Union Finance Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 12 Per Share,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
DBCORP,D.B.Corp Limited,-,EQ,10, Buyback,17-Jul-18,18-Jul-18,-,-,-,-
JKCEMENT,JK Cement Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 10 Per Share,17-Jul-18,-,19-Jul-18,28-Jul-18,-,-
EASTSILK,Eastern Silk Industries Limited,-,EQ,2, Annual General Meeting,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
ATFL,Agro Tech Foods Limited,-,EQ,10, Dividend- Rs 2.50 Per Share,17-Jul-18,-,19-Jul-18,26-Jul-18,-,-
TCS,Tata Consultancy Services Limited,-,EQ,1, Interim Dividend- Rs 4 Per Share (Purpose Revised),17-Jul-18,18-Jul-18,-,-,-,-
VINATIORGA,Vinati Organics Limited,-,EQ,1, Annual General Meeting / Dividend- Rs 4.50 Per Share,17-Jul-18,-,19-Jul-18,28-Jul-18,-,-
GEOJITFSL,Geojit Financial Services Limited,-,EQ,1, Annual General Meeting / Dividend- Rs 2 Per Share,17-Jul-18,-,19-Jul-18,20-Jul-18,-,-
SYNGENE,Syngene International Limited,-,EQ,10, Dividend Re - Re 1 Per Share,17-Jul-18,18-Jul-18,-,-,-,-
DIXON,Dixon Technologies (India) Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 2 Per Share,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
PONNIERODE,Ponni Sugars (Erode) Limited,-,EQ,10, Annual General Meeting/Dividend- Re 1 Per Share,17-Jul-18,-,19-Jul-18,25-Jul-18,-,-
EDELWEISS,Edelweiss Financial Services Limited,-,EQ,1, Annual General Meeting/Dividend- Re 0.30 Per Share,18-Jul-18,-,20-Jul-18,25-Jul-18,-,-
CONTROLPR,Control Print Limited,-,EQ,10, Dividend- Rs 3.50 Per Share,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
MMFL,MM Forgings Limited,-,EQ,10, Bonus 1:1,18-Jul-18,19-Jul-18,-,-,-,-
INDIANCARD,Indian Card Clothing Company Limited,-,EQ,10, Annual General Meeting,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
RSSOFTWARE,R. S. Software (India) Limited,-,EQ,5, Annual General Meeting,18-Jul-18,-,20-Jul-18,27-Jul-18,-,-
GRINDWELL,Grindwell Norton Limited,-,EQ,5, Annual General Meeting/Dividend- Rs 5 Per Share,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
PHILIPCARB,Phillips Carbon Black Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 1.20 Per Share,18-Jul-18,-,20-Jul-18,27-Jul-18,-,-
INDUSINDBK,IndusInd Bank Limited,-,EQ,10, Annual General Meeting / Dividend- Rs 7.50 Per Share (Date Revised),18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
PTL,PTL Enterprises Limited,-,EQ,2, Annual General Meeting / Dividend- Rs 2 Per Share,18-Jul-18,-,20-Jul-18,31-Jul-18,-,-
SOLARINDS,Solar Industries India Limited,-,EQ,2, Annual General Meeting / Dividend- Rs 6 Per Share,18-Jul-18,-,20-Jul-18,31-Jul-18,-,-
COLPAL,Colgate Palmolive (India) Limited,-,EQ,1, Annual General Meeting,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
SRTRANSFIN,Shriram Transport Finance Company Limited,-,EQ,10, Annual General Meeting/Dividend Rs 6/- Per Share,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
APOLLOTYRE,Apollo Tyres Limited,-,EQ,1, Dividend-Rs 3 Per Share,18-Jul-18,-,20-Jul-18,01-Aug-18,-,-
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,-,EQ,2, Annual General Meeting / Dividend- Rs 2 Per Share,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
APLLTD,Alembic Pharmaceuticals Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 4 Per Share (Purpose Revised),18-Jul-18,-,20-Jul-18,27-Jul-18,-,-
ZYDUSWELL,Zydus Wellness Limited,-,EQ,10, Dividend- Rs 8 Per Share,18-Jul-18,-,20-Jul-18,03-Aug-18,-,-
BHARATFIN,Bharat Financial Inclusion Limited,-,EQ,10, Annual General Meeting,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
CANBK,Canara Bank,-,EQ,10, Annual General Meeting,18-Jul-18,-,20-Jul-18,26-Jul-18,-,-
APCOTEXIND,Apcotex Industries Limited,-,EQ,2, Annual General Meeting/Dividend- Rs 6 Per Share,19-Jul-18,-,21-Jul-18,26-Jul-18,-,-
EQUITAS,Equitas Holdings Limited,-,EQ,10, Annual General Meeting,19-Jul-18,-,21-Jul-18,27-Jul-18,-,-
COROMANDEL,Coromandel International Limited,-,EQ,1, Annual General Meeting/Dividend- Rs 3.50 Per Share,19-Jul-18,-,21-Jul-18,27-Jul-18,-,-
PERSISTENT,Persistent Systems Limited,-,EQ,10, Annual General Meeting/Dividend- Rs 3 Per Share,19-Jul-18,-,21-Jul-18,27-Jul-18,-,-
ORIENTHOT,Oriental Hotels Limited,-,EQ,1, Annual General Meeting,19-Jul-18,-,21-Jul-18,25-Jul-18,-,-
MAHLIFE,Mahindra Lifespace Developers Limited,-,EQ,10, Annual General Meeting/Dividend Rs 6/- Per Share,19-Jul-18,-,21-Jul-18,30-Jul-18,-,-
BIOCON,Biocon Limited,-,EQ,5, Dividend- Re 1 Per Share,19-Jul-18,20-Jul-18,-,-,-,-
HDFC,Housing Development Finance Corporation Limited,-,EQ,2, Dividend- Rs 16.50 Per Share,19-Jul-18,-,21-Jul-18,30-Jul-18,-,-
SUDARSCHEM,Sudarshan Chemical Industries Limited,-,EQ,2, Dividend- Rs 1 Per Share,19-Jul-18,-,23-Jul-18,09-Aug-18,-,-
MEGH,Meghmani Organics Limited,-,EQ,1, Dividend Re 0.40 Per Share,19-Jul-18,-,21-Jul-18,27-Jul-18,-,-
SHOPERSTOP,Shoppers Stop Limited,-,EQ,5, Annual General Meeting/Dividend- Re 0.75 Per Share,19-Jul-18,-,23-Jul-18,27-Jul-18,-,-
GILLANDERS,Gillanders Arbuthnot & Company Limited,-,EQ,10, Annual General Meeting,19-Jul-18,-,23-Jul-18,30-Jul-18,-,-
GLFL,Gujarat Lease Financing Limited,-,EQ,10, Annual General Meeting,19-Jul-18,-,21-Jul-18,28-Jul-18,-,-
KALYANIFRG,Kalyani Forge Limited,-,EQ,10, Dividend- Rs 3.50 Per Share,19-Jul-18,-,21-Jul-18,27-Jul-18,-,-
RPGLIFE,RPG Life Sciences Limited,-,EQ,8, Annual General Meeting/Dividend- Rs 2.40 Per Share,19-Jul-18,-,21-Jul-18,27-Jul-18,-,-
